"LOCATION","Country","TRANSACT","Transaction","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1980","1980","USD","US Dollar","0","Units",,,10478.42327,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1981","1981","USD","US Dollar","0","Units",,,11956.491969,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1982","1982","USD","US Dollar","0","Units",,,11988.843953,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1983","1983","USD","US Dollar","0","Units",,,12781.125663,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1984","1984","USD","US Dollar","0","Units",,,13609.040018,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1985","1985","USD","US Dollar","0","Units",,,14514.107374,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1986","1986","USD","US Dollar","0","Units",,,14983.686193,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1987","1987","USD","US Dollar","0","Units",,,16053.05751,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1988","1988","USD","US Dollar","0","Units",,,17129.659482,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1989","1989","USD","US Dollar","0","Units",,,17835.122957,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1990","1990","USD","US Dollar","0","Units",,,17838.098144,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1991","1991","USD","US Dollar","0","Units",,,18177.563681,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1992","1992","USD","US Dollar","0","Units",,,19157.690963,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1993","1993","USD","US Dollar","0","Units",,,20184.946005,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1994","1994","USD","US Dollar","0","Units",,,21432.775454,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1995","1995","USD","US Dollar","0","Units",,,22442.316842,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1996","1996","USD","US Dollar","0","Units",,,23289.401829,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1997","1997","USD","US Dollar","0","Units",,,24477.413795,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1998","1998","USD","US Dollar","0","Units",,,25708.263828,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1999","1999","USD","US Dollar","0","Units",,,27139.248201,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2000","2000","USD","US Dollar","0","Units",,,28312.866541,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2001","2001","USD","US Dollar","0","Units",,,29546.381986,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2002","2002","USD","US Dollar","0","Units",,,30807.514079,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2003","2003","USD","US Dollar","0","Units",,,32391.469994,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2004","2004","USD","US Dollar","0","Units",,,34000.182318,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2005","2005","USD","US Dollar","0","Units",,,35659.125487,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2006","2006","USD","US Dollar","0","Units",,,37938.792079,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2007","2007","USD","US Dollar","0","Units",,,39687.44861,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2008","2008","USD","US Dollar","0","Units",,,40130.341686,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2009","2009","USD","US Dollar","0","Units",,,41672.936172,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2010","2010","USD","US Dollar","0","Units",,,42816.441745,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2011","2011","USD","US Dollar","0","Units",,,44440.579478,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2012","2012","USD","US Dollar","0","Units",,,43884.635595,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2013","2013","USD","US Dollar","0","Units",,,47763.2159,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2014","2014","USD","US Dollar","0","Units",,,47606.754929,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,47226.759745,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,50136.798381,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,50690.619543,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,52991.2149,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,52732.065678,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,55690.9186,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,61977.196179,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1980","1980","USD","US Dollar","0","Units",,,10527.9981,"E","Estimated value"
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1981","1981","USD","US Dollar","0","Units",,,11478.23485,"E","Estimated value"
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1982","1982","USD","US Dollar","0","Units",,,12423.597358,"E","Estimated value"
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1983","1983","USD","US Dollar","0","Units",,,13315.535426,"E","Estimated value"
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1984","1984","USD","US Dollar","0","Units",,,13803.863447,"E","Estimated value"
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1985","1985","USD","US Dollar","0","Units",,,14589.375565,"E","Estimated value"
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1986","1986","USD","US Dollar","0","Units",,,15216.037183,"E","Estimated value"
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1987","1987","USD","US Dollar","0","Units",,,15793.91642,"E","Estimated value"
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1988","1988","USD","US Dollar","0","Units",,,16866.05059,"E","Estimated value"
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1989","1989","USD","US Dollar","0","Units",,,18126.710727,"E","Estimated value"
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1990","1990","USD","US Dollar","0","Units",,,19473.504505,"E","Estimated value"
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1991","1991","USD","US Dollar","0","Units",,,20618.03694,"E","Estimated value"
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1992","1992","USD","US Dollar","0","Units",,,21293.741181,"E","Estimated value"
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1993","1993","USD","US Dollar","0","Units",,,21733.353719,"E","Estimated value"
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1994","1994","USD","US Dollar","0","Units",,,22643.34432,"E","Estimated value"
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1995","1995","USD","US Dollar","0","Units",,,23698.629273,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1996","1996","USD","US Dollar","0","Units",,,24561.160498,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1997","1997","USD","US Dollar","0","Units",,,25427.226739,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1998","1998","USD","US Dollar","0","Units",,,26676.246499,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1999","1999","USD","US Dollar","0","Units",,,27606.484243,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2000","2000","USD","US Dollar","0","Units",,,29380.03111,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2001","2001","USD","US Dollar","0","Units",,,29707.462264,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2002","2002","USD","US Dollar","0","Units",,,31178.051444,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2003","2003","USD","US Dollar","0","Units",,,32158.225907,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2004","2004","USD","US Dollar","0","Units",,,33784.432645,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2005","2005","USD","US Dollar","0","Units",,,35024.557484,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2006","2006","USD","US Dollar","0","Units",,,37659.840674,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2007","2007","USD","US Dollar","0","Units",,,39436.420128,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2008","2008","USD","US Dollar","0","Units",,,41316.022642,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2009","2009","USD","US Dollar","0","Units",,,40929.336746,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2010","2010","USD","US Dollar","0","Units",,,42020.550637,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2011","2011","USD","US Dollar","0","Units",,,44469.209642,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2012","2012","USD","US Dollar","0","Units",,,46477.655075,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2013","2013","USD","US Dollar","0","Units",,,47936.677963,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2014","2014","USD","US Dollar","0","Units",,,48813.534409,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,49942.056293,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,52665.087457,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,54188.360666,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,56956.110562,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,59719.331647,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,57253.300563,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,59976.264665,,
"BEL","Belgium","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1980","1980","USD","US Dollar","0","Units",,,10306.817052,"E","Estimated value"
"BEL","Belgium","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1981","1981","USD","US Dollar","0","Units",,,11242.562009,"E","Estimated value"
"BEL","Belgium","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1982","1982","USD","US Dollar","0","Units",,,11998.441079,"E","Estimated value"
"BEL","Belgium","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1983","1983","USD","US Dollar","0","Units",,,12500.938118,"E","Estimated value"
"BEL","Belgium","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1984","1984","USD","US Dollar","0","Units",,,13270.032674,"E","Estimated value"
"BEL","Belgium","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1985","1985","USD","US Dollar","0","Units",,,13912.992306,"E","Estimated value"
"BEL","Belgium","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1986","1986","USD","US Dollar","0","Units",,,14448.962576,"E","Estimated value"
"BEL","Belgium","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1987","1987","USD","US Dollar","0","Units",,,15130.90566,"E","Estimated value"
"BEL","Belgium","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1988","1988","USD","US Dollar","0","Units",,,16348.194068,"E","Estimated value"
"BEL","Belgium","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1989","1989","USD","US Dollar","0","Units",,,17514.815962,"E","Estimated value"
"BEL","Belgium","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1990","1990","USD","US Dollar","0","Units",,,18687.891445,"E","Estimated value"
"BEL","Belgium","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1991","1991","USD","US Dollar","0","Units",,,19599.302473,"E","Estimated value"
"BEL","Belgium","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1992","1992","USD","US Dollar","0","Units",,,20269.73153,"E","Estimated value"
"BEL","Belgium","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1993","1993","USD","US Dollar","0","Units",,,20471.138378,"E","Estimated value"
"BEL","Belgium","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1994","1994","USD","US Dollar","0","Units",,,21518.98195,"E","Estimated value"
"BEL","Belgium","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1995","1995","USD","US Dollar","0","Units",,,22447.550313,,
"BEL","Belgium","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1996","1996","USD","US Dollar","0","Units",,,22744.399564,,
"BEL","Belgium","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1997","1997","USD","US Dollar","0","Units",,,23733.317054,,
"BEL","Belgium","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1998","1998","USD","US Dollar","0","Units",,,24370.046455,,
"BEL","Belgium","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1999","1999","USD","US Dollar","0","Units",,,25441.891387,,
"BEL","Belgium","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2000","2000","USD","US Dollar","0","Units",,,27789.053506,,
"BEL","Belgium","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2001","2001","USD","US Dollar","0","Units",,,28791.405838,,
"BEL","Belgium","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2002","2002","USD","US Dollar","0","Units",,,30281.667989,,
"BEL","Belgium","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2003","2003","USD","US Dollar","0","Units",,,30934.598585,,
"BEL","Belgium","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2004","2004","USD","US Dollar","0","Units",,,32063.673796,,
"BEL","Belgium","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2005","2005","USD","US Dollar","0","Units",,,33176.680884,,
"BEL","Belgium","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2006","2006","USD","US Dollar","0","Units",,,35253.923288,,
"BEL","Belgium","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2007","2007","USD","US Dollar","0","Units",,,36794.234201,,
"BEL","Belgium","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2008","2008","USD","US Dollar","0","Units",,,37883.233422,,
"BEL","Belgium","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2009","2009","USD","US Dollar","0","Units",,,37753.276269,,
"BEL","Belgium","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2010","2010","USD","US Dollar","0","Units",,,39837.997954,,
"BEL","Belgium","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2011","2011","USD","US Dollar","0","Units",,,40943.343479,,
"BEL","Belgium","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2012","2012","USD","US Dollar","0","Units",,,42290.477674,,
"BEL","Belgium","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2013","2013","USD","US Dollar","0","Units",,,43672.712292,,
"BEL","Belgium","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2014","2014","USD","US Dollar","0","Units",,,44929.933328,,
"BEL","Belgium","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,46201.685891,,
"BEL","Belgium","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,48599.202676,,
"BEL","Belgium","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,50442.947518,,
"BEL","Belgium","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,52530.84151,,
"BEL","Belgium","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,55800.825988,,
"BEL","Belgium","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,54539.032525,"P","Provisional value"
"BEL","Belgium","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,58806.119249,"P","Provisional value"
"CAN","Canada","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1980","1980","USD","US Dollar","0","Units",,,11701.442943,,
"CAN","Canada","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1981","1981","USD","US Dollar","0","Units",,,13086.821695,,
"CAN","Canada","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1982","1982","USD","US Dollar","0","Units",,,13293.393286,,
"CAN","Canada","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1983","1983","USD","US Dollar","0","Units",,,14034.005498,,
"CAN","Canada","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1984","1984","USD","US Dollar","0","Units",,,15254.727065,,
"CAN","Canada","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1985","1985","USD","US Dollar","0","Units",,,16332.753021,,
"CAN","Canada","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1986","1986","USD","US Dollar","0","Units",,,16850.728641,,
"CAN","Canada","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1987","1987","USD","US Dollar","0","Units",,,17735.380147,,
"CAN","Canada","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1988","1988","USD","US Dollar","0","Units",,,18923.753758,,
"CAN","Canada","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1989","1989","USD","US Dollar","0","Units",,,19763.483902,,
"CAN","Canada","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1990","1990","USD","US Dollar","0","Units",,,20229.752821,,
"CAN","Canada","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1991","1991","USD","US Dollar","0","Units",,,20224.680598,,
"CAN","Canada","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1992","1992","USD","US Dollar","0","Units",,,20626.208981,,
"CAN","Canada","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1993","1993","USD","US Dollar","0","Units",,,21440.052546,,
"CAN","Canada","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1994","1994","USD","US Dollar","0","Units",,,22632.831273,,
"CAN","Canada","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1995","1995","USD","US Dollar","0","Units",,,23485.643444,,
"CAN","Canada","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1996","1996","USD","US Dollar","0","Units",,,24050.176142,,
"CAN","Canada","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1997","1997","USD","US Dollar","0","Units",,,25259.725362,,
"CAN","Canada","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1998","1998","USD","US Dollar","0","Units",,,26319.930258,,
"CAN","Canada","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1999","1999","USD","US Dollar","0","Units",,,27841.629576,,
"CAN","Canada","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2000","2000","USD","US Dollar","0","Units",,,29362.289573,,
"CAN","Canada","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2001","2001","USD","US Dollar","0","Units",,,30231.005032,,
"CAN","Canada","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2002","2002","USD","US Dollar","0","Units",,,30963.222007,,
"CAN","Canada","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2003","2003","USD","US Dollar","0","Units",,,32350.070882,,
"CAN","Canada","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2004","2004","USD","US Dollar","0","Units",,,33925.89256,,
"CAN","Canada","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2005","2005","USD","US Dollar","0","Units",,,36327.662059,,
"CAN","Canada","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2006","2006","USD","US Dollar","0","Units",,,38120.176792,,
"CAN","Canada","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2007","2007","USD","US Dollar","0","Units",,,39575.324973,,
"CAN","Canada","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2008","2008","USD","US Dollar","0","Units",,,40376.330167,,
"CAN","Canada","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2009","2009","USD","US Dollar","0","Units",,,38865.406022,,
"CAN","Canada","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2010","2010","USD","US Dollar","0","Units",,,40099.497886,,
"CAN","Canada","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2011","2011","USD","US Dollar","0","Units",,,41666.718851,,
"CAN","Canada","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2012","2012","USD","US Dollar","0","Units",,,42290.879082,,
"CAN","Canada","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2013","2013","USD","US Dollar","0","Units",,,44298.514462,,
"CAN","Canada","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2014","2014","USD","US Dollar","0","Units",,,45753.782936,,
"CAN","Canada","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,44670.054374,,
"CAN","Canada","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,46472.368771,,
"CAN","Canada","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,48317.191163,,
"CAN","Canada","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,49992.811418,,
"CAN","Canada","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,49832.297981,,
"CAN","Canada","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,47228.372488,,
"CAN","Canada","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,53074.088264,,
"CZE","Czech Republic","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","1990","1990","USD","US Dollar","0","Units",,,12689.401524,"E","Estimated value"
